answer_id,attempt_id,question_id,q_num,max_points,old_points,old_reasoning
dfcd7458-ba94-4142-a6bb-9f4091c5e596,03f387d0-701f-4fe7-9681-f0f8721f059f,851e31ca-15ec-4b77-9358-e186b2031428,32,5,4,"[strong] The student asks the right diagnostic question (whether B treats more severe patients) and correctly names Simpson's paradox/confounding as the mechanism. However, they don't explicitly state the consequence — that reassigning critical cases away from B could remove the best critical-case doctor. This matches the 'strong' tier at 4 points."
8d0dd84f-481b-41f2-bd8f-6e8fa5dfb0f5,03f387d0-701f-4fe7-9681-f0f8721f059f,f8d39cba-5276-4ab6-883f-2a09616d2477,33,5,4,"[strong] Student correctly answers 'lower than 0.5' and identifies the cost asymmetry (though they have a typo saying 'FP are far more expensive than FP' — clearly meant FN vs FP given context). They connect lowering the threshold to capturing more frauds, though they say 'lowering recall' when they mean raising recall/lowering threshold. The core reasoning is sound but the explanation is abbreviated and contains terminology slips, fitting the 'strong' tier rather than full."
1e96273c-e5e4-4e07-b4bc-bbddec3b319b,03f387d0-701f-4fe7-9681-f0f8721f059f,eb99791e-8692-4dbd-b0bf-4c835a921c63,34,5,4,"[strong] The student correctly identifies the popularity loop mechanism and describes the self-reinforcing dynamic clearly. They also propose two reasonable mitigations (exploration slots, coverage monitoring). However, they don't explain why standard metrics still look good despite the bad behavior, which is required for full credit."
deff11d7-be73-460f-a26f-99898b2fbbc2,0cf0ff2a-03eb-4433-a512-ba0ad3b94ca9,45c3ceae-f884-4741-912b-a2caf5ce30e1,21,4,2.5,"[partial] The definition is correct and clearly stated ('what a singular row of data represents'). However, the example is abstract and vague — the student gestures at the idea of nested values supporting different units but doesn't give a concrete instance (e.g., events vs. candidates, transactions vs. customers). This fits between partial-low and partial: definition is solid, example is on the right track conceptually but lacks concreteness."
8dd02f00-0069-4314-94b9-fe6effe18eb8,0cf0ff2a-03eb-4433-a512-ba0ad3b94ca9,5fcb1ea2-216d-4b43-8c45-6b8afa0b851f,22,4,3,"[partial] The student correctly identifies the selection mechanism: the model is only trained on approved applicants, so it has no data on rejected applicants, leading to bias against them without programming. However, the answer doesn't clearly explain the compounding/progressive aspect — that with each retraining cycle, the training data narrows further toward the model's existing preferences. This matches the 'partial' tier: names the feedback loop but doesn't explain the compounding consequence."
5e55f6ac-546e-45b6-9bef-c2a3b87677a5,0cf0ff2a-03eb-4433-a512-ba0ad3b94ca9,0cbd4c8c-8016-424c-8c37-945da6aacec8,23,4,2,"[partial-low] The student captures part of the insight — that aggregating vs disaggregating can flip the story (Simpson's example) — which gestures at the 'level of analysis matters' idea. However, they don't unify all three phenomena (sign-flip and controlling for a confounder are not addressed), and the 'look past the surface' framing is vaguer than the underlying operation (that the conclusion is conditional on what's in the model). This fits the partial-low tier."
79c556d0-3f34-4127-8bb3-3b97acf37c34,0cf0ff2a-03eb-4433-a512-ba0ad3b94ca9,8e8f837b-b9d4-41ff-9c87-d39a139d8541,24,4,3.5,"[full] The student correctly identifies that gender is not the true driver — training attendance is — and implies the diagnosis shifts to attendance differences between genders. They capture the mediation idea and gesture at the upstream cause (attendance gap by gender). They don't explicitly spell out the remedy shift (that the fix isn't at the promotion decision), so I'm awarding 3.5 rather than a full 4."
ee46da85-17cd-4da8-9d0f-3c7d3c93c40a,0cf0ff2a-03eb-4433-a512-ba0ad3b94ca9,59aea710-0446-4698-9f69-e90e69d11a15,25,4,3.5,"[full] The student correctly identifies bias as a model specification issue and gives a valid fix (adding a feature / changing model setup). They give a correct fix for variance (more data). However, the variance definition is shaky — 'comes from the data' is the coarse framing the rubric explicitly flags as too vague; it misses the sample-sensitivity / overfitting idea. I award 3.5: full credit on bias and both fixes, slight deduction for the imprecise variance definition."
328da4b2-1747-459f-91ea-efb6130683bd,0cf0ff2a-03eb-4433-a512-ba0ad3b94ca9,bf20a1f1-55e5-4d0b-837a-b95220c19b35,26,4,4,[full] The student explains that the model might be capturing noise/overfitting rather than the true pattern (the memorization vs generalization idea in plain language) and clearly ties this to the train/test split: a held-out test set reveals whether the model learned the actual pattern or just fit the training data. Both rubric components are satisfied.
6716506e-f5f1-4a2c-8847-c5e702aaad39,0cf0ff2a-03eb-4433-a512-ba0ad3b94ca9,6071629d-df03-49a2-b4cc-ad2591f60310,27,4,4,"[full] The student clearly articulates the conceptual point that residuals capture something unmeasurable that we actually care about ('what you cannot see'). They provide a concrete, analogous example (baseball player price, on-field metrics, celebrity/popularity effect) that mirrors the soccer auction example and demonstrates the 'construct an unmeasurable from observed patterns' idea. They even acknowledge the noise component, showing nuanced understanding."
4cb487c5-6abb-43b1-baf0-bf693afa090a,0cf0ff2a-03eb-4433-a512-ba0ad3b94ca9,e1ee87df-b151-4757-8f10-071290f018df,28,4,0,"[none] The student reverses the trade-off entirely. They say high recall is for minimizing false positives (it's actually false negatives) and high precision is for minimizing false negatives (it's actually false positives). The examples are also swapped relative to their (incorrect) framing's intent: COVID tests are a classic high-recall case, and spam detection is often cited for high precision. Per the rubric, reversing the trade-off earns 0 points."
935af2af-d7fb-4078-b8b2-fc5373c3923e,0cf0ff2a-03eb-4433-a512-ba0ad3b94ca9,44763eed-6502-4cd3-82dd-f8a5c538e67a,29,4,4,"[full] The student correctly describes the mechanism (every customer becomes unique as features grow, making similarity hard to determine) and names the concept as 'high dimensionality,' which is a clear plain-language equivalent of 'curse of dimensionality.' They also correctly mention PCA as a remedy. This satisfies both the mechanism and naming requirements for full credit."
28e950cf-8b26-45ba-bad5-579db343aacf,0cf0ff2a-03eb-4433-a512-ba0ad3b94ca9,667c7bd9-4b15-48b6-89fe-7ada3d7c570f,30,4,3.5,"[full] The student names two correct conditions: vast catalog (contrasted with the binary yes/no output of loans) and cheap mistakes (low cost of a bad song recommendation vs. a loan). The catalog contrast is slightly imprecise (loan products vs. the yes/no decision), but the underlying idea is right. The cheap-mistakes contrast is clear and well-justified. Awarding near-full credit with a small deduction for the slightly muddled framing of the catalog condition."
efd3557a-b2a6-4002-8829-15909ebed986,0cf0ff2a-03eb-4433-a512-ba0ad3b94ca9,b0dd4e38-0fa5-4799-bf07-df61264a48f5,31,5,4.5,"[strong] The student clearly identifies the aggregate-vs-subgroup mismatch with a concrete numerical illustration and requests the right diagnostic (accuracy breakdown by job category). The connection to the shipping decision is implied but not explicitly articulated (e.g., that recruiters act at the subgroup level so the metric should match). This puts the answer between strong (4) and full (5), so I'm awarding 4.5."
72799331-7b1a-4cc3-a625-73c67f41a807,0cf0ff2a-03eb-4433-a512-ba0ad3b94ca9,851e31ca-15ec-4b77-9358-e186b2031428,32,5,4,"[strong] The student correctly identifies the case-mix mechanism in plain language (Doctor B may treat sicker patients) and asks the right diagnostic question (check the types of patients each doctor treats). However, they don't explicitly state the consequence — that reassigning critical cases away from B could remove the best critical-case doctor. This matches the 'strong' tier at 4 points."
8decf041-bba0-4789-9315-149979cf2a99,0cf0ff2a-03eb-4433-a512-ba0ad3b94ca9,f8d39cba-5276-4ab6-883f-2a09616d2477,33,5,5,"[full] The student correctly answers 'lower than 0.5', explains the cost asymmetry (FN more expensive than FP), and ties the threshold choice to the action (lower threshold = catch more fraud, higher threshold = miss more fraud). The reasoning is clear and complete per the full-credit criteria, even without computing the breakeven point."
0d44e7eb-d0f1-4907-93b2-99aa352e41c6,0cf0ff2a-03eb-4433-a512-ba0ad3b94ca9,eb99791e-8692-4dbd-b0bf-4c835a921c63,34,5,0.5,"[none] The student attributes the pattern to model staleness/training data freshness rather than identifying the closed-loop feedback mechanism. They miss the core insight that the model's own recommendations shape what users listen to, which then reinforces what the model recommends. The mitigation (retraining) doesn't address the loop — retraining on the same biased interaction data would reproduce the problem. This falls closest to the 'none' tier, though I'm giving a small sliver of credit for at least engaging with why newer songs are excluded."
95172b1a-3a2f-47d3-9731-e556512fc4e1,13aab4ed-393b-4f75-9439-e1782a6daa1f,45c3ceae-f884-4741-912b-a2caf5ce30e1,21,4,4,[full] The student defines unit of observation as the level of analysis (acceptable plain-language equivalent of 'what one row represents'). They provide a concrete example with multiple valid units from the same dataset: rating per order vs per location vs per customer. This satisfies both parts of the rubric for full credit.
cf9b159a-10da-4686-9c4d-e7ed97ca49ca,13aab4ed-393b-4f75-9439-e1782a6daa1f,5fcb1ea2-216d-4b43-8c45-6b8afa0b851f,22,4,3,"[partial] The student correctly identifies the feedback loop mechanism: the model trains only on approved applicants, not all applicants, and the training data narrows over time. They also note that bias compounds ('year after year... more bias towards some way'). However, the explanation is somewhat vague about why the narrowing happens (no explicit mention that rejected applicants have no observable outcome) and the compounding consequence is stated but not deeply elaborated. This fits 'partial' — strong on mechanism but slightly underdeveloped on the consequence."
430ccd33-8193-402a-a39e-cdf8edfc56e5,13aab4ed-393b-4f75-9439-e1782a6daa1f,0cbd4c8c-8016-424c-8c37-945da6aacec8,23,4,2.5,"[partial] The student captures the key insight that 'different levels provide different insights' and that aggregated data can mislead, which is the core 'depends on what level you analyze' idea. However, they don't explicitly unify all three phenomena (Simpson's, sign-flip, and controlling for a confounder) as facets of the same operation, and they lean toward a one-sided prescription ('always consider subsets') rather than recognizing the conditional-on-specification nature. This sits between partial-low and partial — stronger than just defining one phenomenon but missing the unification."
5f8dfaa7-7aae-4867-9754-e3761f56232d,13aab4ed-393b-4f75-9439-e1782a6daa1f,8e8f837b-b9d4-41ff-9c87-d39a139d8541,24,4,1,"[none] The student concludes 'there is no bias in promotions,' which is exactly the wrong-answer pattern flagged in the rubric — the gap is real, it has just shifted upstream to attendance. They do correctly note that the coefficient vanishes when training is included and gesture at an attendance difference, which shows some understanding, but the explicit wrong conclusion pulls this into the 'none' tier. I'm giving 1 point of partial credit because they did identify the mediation mechanism even though they misinterpreted what it implies."
bbc67a61-42e8-4938-a4d1-9b89905bd094,13aab4ed-393b-4f75-9439-e1782a6daa1f,59aea710-0446-4698-9f69-e90e69d11a15,25,4,2.5,"[partial-low] The student correctly identifies bias as related to model specification/underfitting and variance as sensitivity to data changes/overfitting — both definitions are roughly on track. The fix for bias (adding more variables like car age/type) is correct. However, the fix for variance is wrong/reversed: training MORE complex models would increase variance, not reduce it — the correct fix would be a simpler model, regularization, or more data. So definitions are okay and one fix is good, but the other fix is incorrect, placing this between minimal and partial-low."
946fdd5a-fbab-4065-9a5c-6f96e886613c,13aab4ed-393b-4f75-9439-e1782a6daa1f,bf20a1f1-55e5-4d0b-837a-b95220c19b35,26,4,1,"[minimal] The student gestures at the idea that training data is limited and mentions the train/test split, but doesn't articulate the key concept that multiple rules can fit the same training data (memorization vs. generalization). The mention of train/test 'percentage may lead to different insights' is vague and doesn't explain that the test set evaluates whether the learned rule generalizes to new data. This earns minimal credit for naming the train/test split without explaining what it actually tests for."
86d97d04-b691-482b-a215-8d66e7357420,13aab4ed-393b-4f75-9439-e1782a6daa1f,6071629d-df03-49a2-b4cc-ad2591f60310,27,4,4,"[full] The student conveys the conceptual point that residuals carry unseen/unexplained information beyond what coefficients capture ('size of ignorance', 'provides more of the unseen information'). They give the canonical soccer auction example, correctly identifying the residual as celebrity appeal layered on top of performance. Despite some awkward phrasing, both required pieces are clearly present."
836f5ed3-7663-4640-8f58-e400e3bf3805,13aab4ed-393b-4f75-9439-e1782a6daa1f,e1ee87df-b151-4757-8f10-071290f018df,28,4,0,Blank answer — no credit.
47d6df0d-c250-4b4b-825c-40176cafa435,13aab4ed-393b-4f75-9439-e1782a6daa1f,44763eed-6502-4cd3-82dd-f8a5c538e67a,29,4,1.5,"[minimal] The student gestures at the right idea (more features = points in multidimensional space, decreased similarity) but doesn't articulate the key mechanism: that distances flatten and every point becomes unique, making 'similar' meaningless. The name given ('multidimensionality') is close to but not quite 'curse of dimensionality,' and the mention of overfitting suggests some confusion. I'm giving slightly above minimal because they correctly identified that the problem involves high-dimensional space and reduced similarity, but the core distance-flattening intuition is absent."
4c3a84dc-9a4e-4f4a-a1b0-7ee95865a692,13aab4ed-393b-4f75-9439-e1782a6daa1f,667c7bd9-4b15-48b6-89fe-7ada3d7c570f,30,4,0.5,"[none] The student names only one condition (latent factors/taste) with no justification or contrast to loans, and fails to provide a second condition. This falls below the 'minimal' tier which requires either one condition with justification or two conditions named. Minimal partial credit for surfacing a relevant term."
6d0abb6d-89f2-4de6-a10f-5c4f916eedb8,13aab4ed-393b-4f75-9439-e1782a6daa1f,b0dd4e38-0fa5-4799-bf07-df61264a48f5,31,5,0,"[none] The student's answer 'Taste' does not address the question at all. It does not identify the unit-of-analysis mismatch, request subgroup performance, or engage with the scenario in any meaningful way."
d4e4f814-2d7b-45cb-ab4a-499fb24fe4a9,13aab4ed-393b-4f75-9439-e1782a6daa1f,851e31ca-15ec-4b77-9358-e186b2031428,32,5,4.5,"[full] The student correctly identifies the diagnostic move (break down the data into subsets) and articulates the case-mix mechanism (Doctor B may have had more critical cases), which is the core of Simpson's paradox even without naming it. They don't explicitly state the consequence — that reassigning could remove the best critical-case doctor — so I'm shading slightly below full credit, but the reasoning is sound and on-target."
6c6b0ba3-1404-4ae0-936a-c05b50f93609,13aab4ed-393b-4f75-9439-e1782a6daa1f,f8d39cba-5276-4ab6-883f-2a09616d2477,33,5,0,"[none] The student says 'higher than 0.5,' which is the reversed direction. Worse, the reasoning is internally inconsistent: a higher threshold actually increases false negatives, not decreases them. Per the rubric, reversed direction zeros out unless reasoning salvages it, and here the reasoning compounds the error rather than salvaging it."
bb491afc-3d26-432c-93ad-c93464cc6ffd,13aab4ed-393b-4f75-9439-e1782a6daa1f,eb99791e-8692-4dbd-b0bf-4c835a921c63,34,5,0,"[none] The student's answer doesn't identify the closed-loop/popularity feedback mechanism. 'Matrix factorization' names an algorithm but doesn't explain the self-reinforcing loop, and 'taste' is not a coherent mitigation. There's no evidence of understanding why metrics still look good or what to do about it."
99ae0d77-20c9-43f1-9ee1-fa836ec86f97,201e3ecf-09b7-4b48-ae56-fc5621efa04f,45c3ceae-f884-4741-912b-a2caf5ce30e1,21,4,2,"[partial-low] The definition is correct ('what each row represents'). However, the student does not provide a concrete example of two different units derivable from the same dataset — they only state abstractly that different units give different conclusions. Per the rubric, correct definition with a vague/missing example fits the partial-low tier at 2 points."
2a941cf9-b65b-4aa0-963f-ea8607cac5dd,201e3ecf-09b7-4b48-ae56-fc5621efa04f,5fcb1ea2-216d-4b43-8c45-6b8afa0b851f,22,4,4,"[full] The student clearly identifies the feedback loop (only previously approved applicants generate training data, narrowing the data over time) and explains the compounding consequence (system reinforces earlier preferences, ignores rarely-approved groups, self-reinforcing bias without intentional programming). Both rubric components are present in plain language."
2e9eb148-ad74-43bf-8d85-ce6bf7a414e0,201e3ecf-09b7-4b48-ae56-fc5621efa04f,0cbd4c8c-8016-424c-8c37-945da6aacec8,23,4,3.5,"[full] The student captures the core insight that conclusions depend on what variables are accounted for, and recognizes all three phenomena as instances of the same operation (relationships changing when you condition on or disaggregate by other variables). They articulate both the aggregation/disaggregation aspect and the conditioning aspect. Slightly short of a perfect unification statement (doesn't quite say 'three forms of one operation' explicitly), but the understanding is clearly there, warranting near-full credit."
7595158d-8475-4c84-98f8-bcf1c6658d6e,201e3ecf-09b7-4b48-ae56-fc5621efa04f,8e8f837b-b9d4-41ff-9c87-d39a139d8541,24,4,3,"[partial] The student correctly identifies that the gender effect is mediated/absorbed by training attendance and recognizes that the original 'gender bias' diagnosis is misleading. However, they don't take the next step of noting where the bias may actually live (upstream in whatever drives attendance differences) or that the remedy should shift to the attendance gap rather than the promotion decision. This matches the 'partial' tier — strong on the mechanism but missing the diagnostic/remedy shift."
7afedffa-07fd-4c60-9553-27f04f433cb8,201e3ecf-09b7-4b48-ae56-fc5621efa04f,59aea710-0446-4698-9f69-e90e69d11a15,25,4,1,"[none] Definitions of bias (systematically wrong) and variance (sensitivity to data) are reasonable, and regularization is a correct fix for variance. However, the student proposes 'more data' as the fix for bias, which the rubric explicitly flags as a 'none' tier answer since more data does not fix specification/omitted-variable bias. I'm awarding 1 point to acknowledge the correct definitions and the valid variance fix, but the bias fix error triggers the rubric's penalty."
af7fa663-1b8a-4920-a6b7-67e783ffabe0,201e3ecf-09b7-4b48-ae56-fc5621efa04f,bf20a1f1-55e5-4d0b-837a-b95220c19b35,26,4,4,"[full] The student clearly states that perfect training fit may indicate memorization rather than learning the real pattern, and explicitly ties the train/test split to evaluating generalization on unseen data. They also correctly note the diagnostic signal (high train, low test = overfitting). This satisfies both rubric components for full credit."
487fe3b9-ef6b-4a56-9fa6-4f173818b97e,201e3ecf-09b7-4b48-ae56-fc5621efa04f,6071629d-df03-49a2-b4cc-ad2591f60310,27,4,4,[full] The student articulates the conceptual point that residuals can reveal hidden/unmeasured factors rather than just being noise. The store-manager example is exactly the kind of 'construct an unmeasurable from observed patterns' example the rubric explicitly lists as analogous to the soccer auction. Both pieces of the 2+2 rubric are satisfied.
253520b8-275d-4107-bf71-b10b78d98ac6,201e3ecf-09b7-4b48-ae56-fc5621efa04f,e1ee87df-b151-4757-8f10-071290f018df,28,4,4,"[full] The student correctly frames both sides: high recall when missing positives is costly (fraud detection) and high precision when false alarms are costly (expensive marketing offers). Both examples are concrete and plausible, matching the rubric's full-credit criteria."
26c5cae8-4979-470c-bf47-5cdd6a1cca13,201e3ecf-09b7-4b48-ae56-fc5621efa04f,44763eed-6502-4cd3-82dd-f8a5c538e67a,29,4,4,"[full] The student correctly names the curse of dimensionality and describes the mechanism: as features grow, customers become less similar across all dimensions, making similarity hard to measure. This captures the distance-flattening intuition in plain language. Both required pieces (mechanism + name) are present."
f97a9e64-f697-4940-b9c6-4ba4e5009ef9,201e3ecf-09b7-4b48-ae56-fc5621efa04f,667c7bd9-4b15-48b6-89fe-7ada3d7c570f,30,4,3,"[partial] The student names two valid conditions: dense interactions ('large amounts of user feedback data') and cheap mistakes ('low-cost mistakes'). The cheap-mistakes condition is well-justified with the Spotify-vs-loan contrast (high-risk loans vs low-cost skips). However, the dense interactions condition isn't explicitly contrasted with loans (e.g., noting that a loan applicant has only one application). This fits the 'partial' tier: two conditions named but only one fully justified with the contrast."
aa2895a7-21f4-4818-a170-b109c9aaa8f9,201e3ecf-09b7-4b48-ae56-fc5621efa04f,b0dd4e38-0fa5-4799-bf07-df61264a48f5,31,5,4,"[strong] The student correctly identifies that overall accuracy can hide poor subgroup performance (the unit-of-analysis mismatch in plain language) and requests the right diagnostic: performance broken down by job category. However, they don't explicitly connect this to the decision — i.e., that the shipping decision affects recruiters working at the subgroup level, so the metric should match the unit of action. This matches the 'strong' tier where the connection to the decision is left implicit."
b5d36eb6-6b3c-4c07-9935-989a41393c7b,201e3ecf-09b7-4b48-ae56-fc5621efa04f,851e31ca-15ec-4b77-9358-e186b2031428,32,5,4.5,"[full] The student correctly asks the diagnostic question (case severity breakdown), names Simpson's paradox, and identifies the mechanism (confounding from case difficulty). They don't explicitly state the consequence — that reassigning critical cases away from B could remove the best critical-case doctor — which is why I'm shading slightly below a full 5. Still, the analytical move and concept identification are strong enough to round to the full tier."
e84a2a68-974a-4846-8cc6-d88a24c2e1bc,201e3ecf-09b7-4b48-ae56-fc5621efa04f,f8d39cba-5276-4ab6-883f-2a09616d2477,33,5,5,"[full] The student correctly identifies 'lower than 0.5', explains the cost asymmetry (FN much more expensive than FP), and ties the threshold to action (lowering increases recall, catches more fraud at cost of more false alarms). This satisfies all three full-credit criteria in the rubric."
e328f225-f4f8-4032-b21f-e31c2bcb1f60,201e3ecf-09b7-4b48-ae56-fc5621efa04f,eb99791e-8692-4dbd-b0bf-4c835a921c63,34,5,4,"[strong] The student clearly identifies the feedback loop mechanism (popular songs get more exposure → more clicks → more recommendations) and proposes a reasonable mitigation (exploration/diversity rules). However, they don't address why the standard metrics still look good despite the problematic behavior, which is required for full credit."
e789b1df-960f-466f-a411-f192d87a1ef4,251749b6-ae66-4b46-9b3e-99a2994c7d5c,45c3ceae-f884-4741-912b-a2caf5ce30e1,21,4,4,"[full] The student clearly defines unit of observation as what each row represents, and provides a concrete example of two different units (transaction vs customer) derivable from the same sales dataset. Both rubric components are satisfied."
32ac9ca0-d636-4cba-9d1c-33437d09176f,251749b6-ae66-4b46-9b3e-99a2994c7d5c,5fcb1ea2-216d-4b43-8c45-6b8afa0b851f,22,4,4,"[full] The student clearly identifies the feedback loop (rejected applicants never appear in training data) and explains the compounding consequence (data narrows, reinforces existing preferences, bias grows without intentional design). Both the mechanism and the consequence are present in plain language, satisfying the full-credit criteria."
11cc24fc-2d0c-46cd-b774-fce6e33504a0,251749b6-ae66-4b46-9b3e-99a2994c7d5c,0cbd4c8c-8016-424c-8c37-945da6aacec8,23,4,0,Blank answer — no credit.
4ef87d49-8ba7-4b08-9485-5d684f0ef136,251749b6-ae66-4b46-9b3e-99a2994c7d5c,8e8f837b-b9d4-41ff-9c87-d39a139d8541,24,4,0,"[none] The student's answer doesn't engage with the question at all — it just restates what 'gender bias' means in a tautological way. There's no recognition that the coefficient vanishing when attendance is added shifts the diagnosis, no mention of mediation/absorption, and no discussion of where the bias might actually live. This fits the 'none' tier."
36a7eaa8-481c-4161-99a7-9b119e7f8f1b,251749b6-ae66-4b46-9b3e-99a2994c7d5c,59aea710-0446-4698-9f69-e90e69d11a15,25,4,0,"[none] The student's answer is incomplete — it trails off after 'the most important one is' without providing any definition, distinction, or fix. There is no demonstrated understanding of either bias or variance, and no remedies offered. Per the rubric, this earns 0 points."
5932c3da-7ca5-49b5-a9c6-bea10d68068b,251749b6-ae66-4b46-9b3e-99a2994c7d5c,bf20a1f1-55e5-4d0b-837a-b95220c19b35,26,4,0,"[none] The student merely restates the question without providing any explanation. There is no mention of why training fit is insufficient (multiple rules fitting the data, memorization vs generalization), and no connection to the train/test split's purpose. This does not meet even the minimal tier, which requires at least saying we need a test set."
93a07b2e-34d3-4f34-93d5-fe62a1f478fb,251749b6-ae66-4b46-9b3e-99a2994c7d5c,6071629d-df03-49a2-b4cc-ad2591f60310,27,4,4,[full] The student clearly articulates the conceptual point that residuals reveal something beyond model error — missing variables or unobserved advantages — which matches the 'residuals as variable of interest' idea. The sales example is concrete and analogous to the soccer auction case: the residual constructs an unmeasurable like 'local promotion success' or 'unobserved competitive advantage' from the leftover. This satisfies both the concept and example criteria for full credit.
b02ad40e-7c5d-400a-8ece-f7e3f46906b2,251749b6-ae66-4b46-9b3e-99a2994c7d5c,e1ee87df-b151-4757-8f10-071290f018df,28,4,2,"[partial-low] The student correctly frames high recall (missing a positive is costly) and gives a solid concrete example (fraud detection). However, they completely omit the high-precision side—no framing and no example for when false positives are costly. Per the rubric, having only one side covered fits the partial-low tier at 2 points."
ea97e613-66f2-4d2b-9bcb-f97f0f9452b8,251749b6-ae66-4b46-9b3e-99a2994c7d5c,44763eed-6502-4cd3-82dd-f8a5c538e67a,29,4,4,"[full] The student correctly names the curse of dimensionality and describes the mechanism: data becomes sparse in high-dimensional space, making similarity hard to define. While the explanation is concise and doesn't explicitly say 'distances flatten,' sparsity in high dimensions is an equivalent and accepted framing of why nearest-neighbor similarity loses meaning. Both the name and mechanism are present."
