id,reasoning
1513feaa-ed66-4664-a092-e66d4ac50eb6,"[full] The student identifies the conceptual point that residuals can capture an important unmeasured feature (not just noise) and explicitly distinguishes the two possibilities. They provide the canonical sportsperson/celebrity-appeal example, even noting that brand appeal can be cross-validated via social media following. This demonstrates understanding that residuals can construct an unmeasurable variable from observed patterns."
38df2db1-3632-45b6-87ee-781f6bf8b283,"[strong] The student correctly identifies the aggregate vs subgroup mismatch with a concrete numeric illustration (73% overall, 25% in a category) and requests subgroup-level information (how many subcategories perform poorly, plus cost of errors). However, the connection to the shipping decision is left implicit — they don't explicitly state that the action is taken at the subgroup level so the metric should match. This fits the 'strong' tier at 4 points."
6ec1a054-ed7f-4daa-a8f4-80e4745d7c84,"[minimal] The student defines recall and precision with their formulas but does not explain when to prefer one over the other. Only one example is given (delayed product review), and it isn't clearly tied to either recall- or precision-favoring reasoning. This matches the 'minimal' tier: definitions present but no connection to when each matters."
71063946-8863-4a7f-b1de-6eca9da70142,"[minimal] The student talks about overfitting and noise and mentions PCA as a remedy, but does not describe the distance-flattening mechanism (every point becoming unique, similarity losing meaning) and does not name the curse of dimensionality. Per the rubric, this matches the 'minimal' tier — too-many-features/overfitting language without the core intuition."
9705590e-52bb-48d4-97c3-ccaef4f9fb08,"[partial] The student correctly identifies overfitting as the issue and ties it to the train/test split, explaining that the model is built on train and evaluated on unseen test data. However, they don't articulate the deeper 'why' — that multiple rules can fit the same training data, so training accuracy alone can't distinguish memorization from learning the pattern. This earns the partial tier at 3 points."
a478042c-6bb1-4570-a6f8-9888d727c026,"[minimal] The definition ('one row in a dataset gives the unit of observation') is on the right track but very thin — it states rows without clearly explaining that the unit is what each row represents. The example about car resale describes different attributes/features used, not two different units of observation derivable from the same dataset (e.g., car-level vs listing-level vs transaction-level). This conflates unit of observation with feature selection, which is closer to the 'minimal' tier with a slight bump for the correct row-based intuition."
a8d63bb1-0bdd-4575-966b-bb731450ea00,"[partial-low] The student clearly names and justifies one condition (cheap mistakes) with a strong Spotify-vs-loan contrast. However, they only provide one condition when the question explicitly asks for two. Per the rubric, naming one condition with justification falls between minimal (1 pt) and partial-low; since the justification is thorough and well-explained, I'm awarding 2 points."
bc5f2b80-cf04-4ba0-b4bd-a0a0487e6494,"[minimal] The student identifies that aggregated results can differ from subcategory results, which touches on Simpson's paradox but doesn't unify it with the regression sign-flip or 'controlling for' a confounder. Moreover, the prescription 'always sub-categorize' is closer to the common wrong answer — it misses the conditional-on-specification lesson that the conclusion depends on what's in the model, not that one level is always correct. Slight credit above minimal for gesturing at the level-of-analysis idea."
c1e79552-1385-47bc-8445-1ab783c69574,"[minimal] The student uses an analogy that vaguely gestures at underfitting (one-size-fits-all) vs. overfitting (tailored to each), but this conflates bias with 'too simple' and variance with 'too specific' rather than capturing bias as systematic specification error and variance as sample-sensitivity. No fixes are offered for either problem. The answer names the concepts and shows partial intuition but lacks the precision and remedies the rubric requires."
c7d50b81-2dc0-43ca-92a3-8740e9767a59,"[partial] The student gestures at the feedback mechanism by noting that previous choices are fed back into future recommendations, and proposes reasonable mitigations (a 'surprise me' exploration feature, surfacing trending items). However, they don't clearly articulate the closed-loop / rich-get-richer dynamic, and they don't address why standard metrics still look good. This fits the 'partial' tier — vague feedback description with a mitigation present."
e46d52f4-14f6-4d07-bdcc-340cc96eb60f,"[partial] The student correctly identifies the feedback loop mechanism: the model only sees data from shortlisted/approved candidates, rejected applicants are missing from training, and this same pattern repeats over iterations. However, the answer stops short of clearly explaining the compounding consequence — that bias progressively worsens as the training data narrows further toward the model's existing preferences. The mechanism is named well but the 'gets worse over time' consequence is only implied by 'multiple iterations' rather than explicitly developed."
eb022428-dbeb-459f-8202-0631b36cf927,"[minimal] The student vaguely identifies that training attendance/score is the relevant factor rather than gender directly, which gestures at the mediation idea. However, they misread the direction (claiming women get higher promotions) and don't engage with the diagnostic shift — that the bias question moves upstream to what drives attendance differences. This fits the 'minimal' tier: noting training matters without engaging with the diagnosis."
edc5d536-c592-4c18-a666-8fc7d51668cb,"[strong] The student correctly identifies the case-severity / case-mix mechanism by asking whether Doctor B's patients were higher risk, and notes that the reassignment would be unfair/irrational. They describe the mechanism in plain language without naming Simpson's paradox, and don't explicitly articulate the consequence (that B might actually be the best critical-case doctor and reassignment would remove them). This fits the 'strong' tier: right diagnostic question and mechanism, but the consequence is only implied."
0741da82-525a-490f-86b3-dcb5e1d24a35,[full] The student clearly distinguishes memorization from generalization and explicitly states that the train/test split is what reveals whether the model learned the underlying pattern versus just memorized. They tie overfitting to the test set's role as the evaluation that exposes this. Both rubric components are present.
18ac47ff-3f70-4f97-8b82-b5d06b0776b7,"[strong] The student correctly identifies the unit-of-analysis mismatch (platform metric vs. recruiter's subgroup metric) and requests the right diagnostic information (subgroup-level accuracy by job category like engineering). The connection to the shipping decision is implied but not made fully explicit (i.e., that the action is taken at the subgroup level so the metric should match). Strong answer with a minor gap on explicitly tying subgroup performance to the ship/no-ship decision, so I'm giving it between strong and full."
1b8f9eba-44ad-4fc9-a4b7-16f191b8357e,"[full] The student correctly describes the mechanism: more features/dimensions make each customer unique and move them away from 'similar,' making it hard to find similarity in high-dimensional space. They name it 'dimensionality' rather than the full 'curse of dimensionality,' which is close but slightly incomplete. The mechanism explanation is solid though could more explicitly mention distance flattening. Awarding 3.5 to reflect strong mechanism with a slightly incomplete name."
f729a20e-dfef-4942-8fd2-29f5aad04fd3,[full] The student correctly identifies that the gender effect is absorbed by training attendance and explicitly shifts the diagnosis away from direct promotion bias toward an upstream investigation of training attendance/access differences. This hits both rubric components: the mediation insight and the diagnostic/remedy shift to the upstream process.
f80ba5b3-714a-481d-8a10-ddd8aad151a7,[full] The student clearly defines unit of observation as what one row represents and gives a concrete example with two different units (one row per application vs. one row per candidate-job pair) from the same JobMatch dataset. They also add insight about how changing the unit changes the question/conclusion. Meets both rubric requirements for full credit.
2dc289e2-c338-4c46-bc95-bcf7b9a6a037,"[minimal] The student defines recall and precision reasonably well, but the application is muddled. The COVID example for precision is questionable — typically for disease detection you'd want high recall (don't miss sick people), and the student doesn't clearly explain why false positives would be more costly than false negatives here. The trading example for recall is also confused: the framing about 'missing out on trading when the market was low in volatile markets is acceptable' actually describes tolerating false negatives, which would favor precision, not recall. The trade-off connections are not correctly made."
3b78ff8b-e07a-4373-8e4d-c0a9d127f04d,"[full] The student correctly defines variance as sample sensitivity ('prediction changes when data changes') and gives a strong fix (simpler models, regularization). The bias definition is a bit shaky ('when model changes, coefficients change') but the fix — adding the right variable, with the car-type example — clearly demonstrates understanding that bias is a specification problem. Both fixes are correct and well-matched to their concepts, so this is close to full credit with a small deduction for the imprecise bias definition."
623ba9ed-bf5c-468b-8382-80a543c7ef2a,"[partial] The student conveys that the unit of observation depends on the business question and stakeholder, which captures the spirit of 'level of analysis,' though they don't crisply state it as 'what one row represents.' The JobMatch example contrasts a platform-level metric (hire rate) with a recruiter-level metric (applications per day), which gestures at two different units but is framed more as different metrics than as two units derivable from the same dataset. Strong understanding overall, but the definition is slightly shaky and the example doesn't cleanly show one dataset supporting two aggregation levels."
6ab3782c-c939-48a9-9f6b-5531f8f64c99,"[partial] The student correctly identifies that all three phenomena involve the answer reversing when you aggregate/disaggregate or add variables, which captures the unifying operation across the three. However, the framing leans on 'selective bias' (which isn't quite the right concept here) and doesn't crisply articulate the core insight that conclusions are conditional on the model specification. Strong recognition of the shared mechanism, but the underlying lesson is stated somewhat imprecisely."
7b76481c-0750-4f6f-8b70-7e1e2851bc8e,"[full] Student correctly says 'lower' and identifies the cost asymmetry (FN much more costly than FP), and connects lowering the threshold to reducing FN cost. They don't quantify the 40x ratio or compute breakeven, so the explanation is slightly less precise than the model answer, but the reasoning clearly ties threshold to cost-minimizing action. Awarding near-full credit."
b6250090-d06a-41b7-8493-c13e879caa36,"[full] The student clearly articulates the conceptual point that residuals can capture something unmeasurable and meaningful, not just noise. They provide the cricket auction example with a clear explanation of how the residual constructs 'brand appeal' by subtracting performance-based price from actual price. This matches the model answer's 'construct an unmeasurable from observed patterns' criterion for full credit."
b8f0291d-8496-4fa1-bdea-c57d056a9b84,"[full] The student clearly identifies the feedback loop (only approved applicants generate observable outcomes, rejected applicants are dropped) and explains the compounding consequence (training data shrinks over time and narrows to a specific group, producing bias). The concrete 70/30 example demonstrates real understanding of the mechanism. This meets both elements of the full-credit rubric in plain language."
d0134f1a-1e04-426b-9f20-8fe0e4e018c2,"[full] The student correctly identifies that training attendance mediates/confounds the gender effect, and that once it's included men and women have equal promotion rates. They also gesture at the upstream issue by noting men's training attendance is lower than women's, which shifts the diagnosis away from promotion bias. They could have been more explicit that the remedy now lies upstream (why is attendance unequal?), so I'm awarding just shy of full credit but in the full tier."
dde1a39f-cb5d-4201-a99f-70586d18ca6b,"[full] The student names all four conditions (latent taste, dense interactions, vast catalog, cheap mistakes) and contrasts Spotify's fit with loan approval. While the loan-side contrast is brief ('any mistake made will be low risk... loan approval will fall under classification'), the implicit contrast is clear: loans are high-risk, have fewer products, and fewer interactions per user. This exceeds the 'name two with justification' bar for full credit."
e99e7e98-1adf-4289-b6eb-37436a2ba6a1,"[full] The student asks the right diagnostic question (whether Doctor B handles more critical cases — i.e., case-mix breakdown), describes the mechanism in plain language (B's lower aggregate rate could be explained by handling harder cases), and explicitly states the risk of reassignment (Doctor A may not be as good at critical cases, so survival could drop further). This captures Simpson's paradox in plain language without needing the term, satisfying all three rubric components for full credit."
f3a0703b-b691-48b3-83f6-e4c8ec73a0f4,"[strong] The student clearly identifies the closed-loop mechanism ('model is getting trained on the data it created', 'closed loop problem') and proposes a reasonable mitigation (injecting variation/exploration in recommendations). However, they don't address why standard metrics still look good despite the bad behavior, which is required for full credit per the rubric."
24783906-7f33-4977-841c-75cbc915da3d,"[none] The student's answer is incomplete and does not address the question. It makes a vague prediction about Doctor A's survival rate decreasing without asking any diagnostic question, identifying Simpson's paradox, or recognizing the case-mix confound. There is no analytical move to credit."
28e950cf-8b26-45ba-bad5-579db343aacf,"[full] The student names two conditions (vast catalog and cheap mistakes) and contrasts each with loans. The catalog point notes Spotify's huge song library vs. binary loan decisions, and the cost point contrasts low-stakes skips with high-stakes loan approvals. Both contrasts are valid and clearly stated, meeting the full-credit criteria."
efe9d121-7863-4383-8f41-4f1a808d0e53,"[full] The student correctly defines bias as wrong model specification (fixed by adding the right variable) and variance as overfitting (fixed by simpler model or more data). They provide a correct fix for each and explicitly explain why the fixes are not interchangeable, using the car example where adding data didn't change the coefficient but adding car type flipped the sign. This satisfies all three rubric requirements for full credit."
1633e9cd-1ae8-4a80-b56a-82bd643c34c0,"[partial-low] The student captures part of the insight — that conclusions can flip depending on whether you look at aggregated or subgroup data. However, they don't unify all three phenomena (Simpson's, sign-flip, controlling for a confounder) as facets of the same operation, nor articulate that the answer depends on the model specification. It's a one-dimensional take on the lesson."
14839fab-d0e2-449d-9473-1fede7e98a9c,"[full] The student correctly frames both sides of the trade-off: high recall when false negatives are costly, high precision when false positives are costly. The infectious disease example clearly illustrates the recall side. The fraud-flagging example for precision is reasonable, though the cost framing is a bit muddled (the example actually argues for recall since missing a scammer costs more) — but the underlying concept of trust/cost of false-flagging a customer aligns with the precision rationale. Overall both sides are framed correctly with concrete examples."
2550b1b5-67ac-4d55-ab57-d66b0b5a7f35,"[full] Student correctly answers 'lower than 0.5', identifies the 40x cost asymmetry, and connects this to the action (prioritizing reduction of false negatives). This satisfies all the criteria for full credit per the rubric: correct direction, cost asymmetry explained, and reasoning tied to threshold action."
e4ef8527-f47f-4a98-9ffe-ff6a35431525,"[full] The student clearly identifies memorization as the alternative to learning the pattern (memorization vs generalization) and connects the train/test split to evaluating on unseen data to verify generalization. Both rubric components are present, even if the 'multiple rules fit the same data' idea is expressed via memorization rather than explicitly. This meets the full-credit bar."
236c4450-2712-4343-b75e-890cfd1a13e1,"[none] The student says 'above 0.5' which reverses the correct direction. A higher threshold means fewer flags and more false negatives slipping through, which is the opposite of what the cost asymmetry calls for. Although they correctly identify that FN is costlier than FP, they apply it incorrectly, so per the rubric reversed direction zeros out."
b3e0bfd7-85f1-46a7-bd8a-c6a43ec4533d,"[partial] The first part captures 'dense interactions' — listeners stream many songs, giving Spotify lots of signal, which contrasts with a single loan application. The second part gestures at 'cheap mistakes' (no high-stakes approve/reject in Spotify) but is phrased awkwardly and the contrast isn't fully developed — it's more about stakes/consequences than clearly articulated. Two conditions are named with partial justification, earning above minimal but short of full credit."
95ed49ee-c6cd-43ed-8b81-5cbef850dfa0,"[full] The student clearly defines unit of observation as what each row represents, matching the rubric's full-credit definition. They provide a concrete example with two distinct units (customer vs transaction) derivable from the same sales dataset, which directly parallels the model answer's event/candidate distinction."
1d5a615a-482d-43a4-b0d4-879ed5c37e74,"[minimal] The student's definition of bias is incorrect/confused — they describe it as coefficients changing predictions, which is not the specification-error concept. Their variance definition is vague and conflates it with prediction error rather than sample sensitivity. No distinct fixes are given for each; instead a generic 'find optimal balance' statement is offered, which applies to both. This matches the 'minimal' tier: names the concepts but conflates them and gives only one generic fix."
6ac00ac5-083c-40a8-a662-95eba15901f6,"[strong] The student clearly identifies the feedback loop mechanism (recommends -> listens -> recommends same) which is the core closed-loop insight. They propose a mitigation (weighting by listening duration/frequency to distinguish genuine preference from recommendation-induced listening), which is a reasonable if somewhat indirect remedy. However, they don't explain why standard metrics still look good, which keeps them from full credit. Scoring between strong (4) and partial (3) since the mitigation is creative but not as clean as exploration/coverage monitoring."
c0a0a09e-5a21-4cbb-ad76-b93f71ef5ce6,"[partial-low] The student gestures at the idea that fitting one training example doesn't mean the model captures the general pattern (touching on the memorization-vs-generalization concern), but the explanation is muddled — they describe the example as a 'special case' rather than explaining that multiple rules can fit the same data. Critically, they never connect this to the train/test split or explain what a held-out test set is for. This lands between minimal and partial-low."
c8e3e81e-0995-4eac-a9b9-478149938006,"[minimal] The student treats residuals as a measure of model accuracy/error rather than engaging with why residuals can be interesting in their own right (i.e., as a constructed variable capturing something unmeasurable like celebrity appeal). The example about convenience stores and house pricing just restates that residuals show prediction gaps, not that the unexplained portion carries meaningful signal. This fits the 'minimal' tier: defines residuals as leftover error without engaging with why they're useful."
cd737790-bcb0-412f-afcf-4ad8ed502a84,"[none] The student reverses the definitions, explicitly stating 'Bias comes from the data; variance comes from the model,' which is the opposite of correct. While the first line gestures at bias as specification-related, the second line contradicts it and shows confusion. No fixes are provided for either problem. Per the rubric, reversing the definitions earns 0 points."
f998be66-cf54-4fa7-8962-980c9fd808db,[partial-low] The student gestures at a feedback-like idea (the model keeps using historical data and narrows what it sees) but doesn't clearly articulate the closed-loop / rich-get-richer mechanism where surfaced items get more interactions and become more recommended. The mitigation ('input new data' and try to surface unusual songs) is vague but in the right direction of exploration/diversity injection. There's no acknowledgment of why standard metrics still look good. This fits the partial-low tier: vague feedback reasoning with a weak mitigation.
fdc349b3-1ac5-4ab9-a933-917f31077427,"[full] The student correctly identifies that training-attendance absorbs/mediates the gender effect (calling it a confounder) and explicitly reframes the diagnosis: it's not that one gender is less likely to be promoted, but that one gender attends training less, which then affects promotion. This captures both the mediation insight and the shift in where the problem actually lives (upstream at attendance), satisfying the full-credit criteria."
36533ba2-6494-4858-a561-574a0a65d99a,"[partial] The student correctly describes the mechanism: as features grow, every customer becomes unique and groups shrink to just a few people, making similarity meaningless. However, they call it the 'high dimensionality problem' rather than the precise term 'curse of dimensionality.' This is close but not the exact name, fitting the 'partial' tier where mechanism is solid but the name is slightly off."
020c7f58-ec3c-4a7e-ac60-6ff7e6892fce,"[full] The student names Simpson's paradox explicitly, asks the correct diagnostic question (breakdown by case severity and risk factors), and articulates the risk clearly: reassigning would move critical patients away from a doctor who may be best suited for them. Bonus insight on unit of observation and risk-adjustment. Meets all three criteria for full credit."
30866e5f-09cb-4590-95a1-37e52240ce7b,"[strong-to-full] The student correctly names Simpson's paradox, asks the right diagnostic question (case severity breakdown), and explains the mechanism (B may look worse only due to harder cases). They don't quite spell out the consequence — that reassigning critical cases away from B could remove the best critical-case doctor — so it falls just short of the full 5. Awarding 4.5 to reflect strong execution on the first two elements with the consequence implied but not stated."
414339c0-1081-4a0f-986e-576c245d82f1,"[full] The student clearly states the conceptual point that residuals can capture something meaningful the model didn't measure (celebrity appeal, brand value, fans). They provide the soccer auction example with a concrete illustration (Ronaldo still earning despite declining skill), which directly demonstrates the 'construct an unmeasurable from observed patterns' idea. The phrasing is a bit rough but the understanding is solid."
